rxcui,who_check,who_note
1357566,GAP,"resolver status RETIRED_NO_REMAP"
1423494,UNCONFIRMED,"no WHO snapshot for these L4s"
1297974,CONFIRMED,"L4 in WHO snapshot"
1302666,UNCONFIRMED,"no WHO snapshot for these L4s"
1303110,UNCONFIRMED,"no WHO snapshot for these L4s"
1360266,UNCONFIRMED,"no WHO snapshot for these L4s"
1375374,GAP,"resolver status RETIRED_NO_REMAP"
1437774,UNCONFIRMED,"no WHO snapshot for these L4s"
198042,UNCONFIRMED,"no WHO snapshot for these L4s"
141990,UNCONFIRMED,"no WHO snapshot for these L4s"
1487154,UNCONFIRMED,"no WHO snapshot for these L4s"
861582,UNCONFIRMED,"no WHO snapshot for these L4s"
309450,UNCONFIRMED,"no WHO snapshot for these L4s"
999642,GAP,"resolver status L4_ONLY"
309882,GAP,"resolver status RETIRED_NO_REMAP"
618786,GAP,"resolver status RETIRED_NO_REMAP"
998706,GAP,"resolver status L4_ONLY"
748998,UNCONFIRMED,"no WHO snapshot for these L4s"
309678,UNCONFIRMED,"no WHO snapshot for these L4s"
205674,UNCONFIRMED,"no WHO snapshot for these L4s"
312222,UNCONFIRMED,"no WHO snapshot for these L4s"
329298,GAP,"resolver status RETIRED_NO_REMAP"
2167782,GAP,"resolver status L4_ONLY"
605730,UNCONFIRMED,"no WHO snapshot for these L4s"
1014366,UNCONFIRMED,"no WHO snapshot for these L4s"
307830,UNCONFIRMED,"no WHO snapshot for these L4s"
995226,GAP,"resolver status L4_ONLY"
318270,UNCONFIRMED,"no WHO snapshot for these L4s"
403854,CONFIRMED,"L4 in WHO snapshot"
1041834,GAP,"resolver status L4_ONLY"
1049250,UNCONFIRMED,"no WHO snapshot for these L4s"
1248354,UNCONFIRMED,"no WHO snapshot for these L4s"
1439778,UNCONFIRMED,"no WHO snapshot for these L4s"
1730190,GAP,"resolver status L4_ONLY"
1312974,GAP,"resolver status RETIRED_NO_REMAP"
1358634,GAP,"resolver status RETIRED_NO_REMAP"
1601982,GAP,"resolver status L4_ONLY"
1926450,UNCONFIRMED,"no WHO snapshot for these L4s"
197382,GAP,"resolver status L4_ONLY"
1650606,UNCONFIRMED,"no WHO snapshot for these L4s"
992730,UNCONFIRMED,"no WHO snapshot for these L4s"
309786,GAP,"resolver status L4_ONLY"
206370,UNCONFIRMED,"no WHO snapshot for these L4s"
861438,UNCONFIRMED,"no WHO snapshot for these L4s"
890862,UNCONFIRMED,"no WHO snapshot for these L4s"
730782,UNCONFIRMED,"no WHO snapshot for these L4s"
2048982,UNCONFIRMED,"no WHO snapshot for these L4s"
404094,UNCONFIRMED,"no WHO snapshot for these L4s"
309606,GAP,"resolver status L4_ONLY"
2049414,UNCONFIRMED,"no WHO snapshot for these L4s"
211350,GAP,"resolver status RETIRED_NO_REMAP"
2173950,UNCONFIRMED,"no WHO snapshot for these L4s"
1095618,UNCONFIRMED,"no WHO snapshot for these L4s"
477174,GAP,"no L5 codes"
859146,UNCONFIRMED,"no WHO snapshot for these L4s"
1020066,GAP,"no L5 codes"
1046382,GAP,"resolver status RETIRED_NO_REMAP"
237870,GAP,"resolver status L4_ONLY"
2119242,CONFIRMED,"L4 in WHO snapshot"
212574,GAP,"resolver status RETIRED_NO_REMAP"
1148502,UNCONFIRMED,"no WHO snapshot for these L4s"
1657698,GAP,"resolver status RETIRED_NO_REMAP"
1048290,UNCONFIRMED,"no WHO snapshot for these L4s"
483450,UNCONFIRMED,"no WHO snapshot for these L4s"
1049406,GAP,"resolver status RETIRED_NO_REMAP"
1294386,UNCONFIRMED,"no WHO snapshot for these L4s"
1312422,CONFIRMED,"L4 in WHO snapshot"
1540974,UNCONFIRMED,"no WHO snapshot for these L4s"
1543158,UNCONFIRMED,"no WHO snapshot for these L4s"
1731582,GAP,"no L5 codes"
1855722,UNCONFIRMED,"no WHO snapshot for these L4s"
1596030,UNCONFIRMED,"no WHO snapshot for these L4s"
1087614,UNCONFIRMED,"no WHO snapshot for these L4s"
751554,UNCONFIRMED,"no WHO snapshot for these L4s"
882546,UNCONFIRMED,"no WHO snapshot for these L4s"
308826,UNCONFIRMED,"no WHO snapshot for these L4s"
199650,UNCONFIRMED,"no WHO snapshot for these L4s"
1090842,GAP,"resolver status RETIRED_NO_REMAP"
749862,UNCONFIRMED,"no WHO snapshot for these L4s"
314994,UNCONFIRMED,"no WHO snapshot for these L4s"
855642,UNCONFIRMED,"no WHO snapshot for these L4s"
2103222,UNCONFIRMED,"no WHO snapshot for these L4s"
1098906,GAP,"resolver status L4_ONLY"
857850,UNCONFIRMED,"no WHO snapshot for these L4s"
856566,UNCONFIRMED,"no WHO snapshot for these L4s"
210834,UNCONFIRMED,"no WHO snapshot for these L4s"
1234578,UNCONFIRMED,"no WHO snapshot for these L4s"
1085754,UNCONFIRMED,"no WHO snapshot for these L4s"
244638,GAP,"no L5 codes"
617262,GAP,"resolver status NO_ATC"
1234386,GAP,"resolver status L4_ONLY"
1741974,GAP,"no L5 codes"
403818,UNCONFIRMED,"no WHO snapshot for these L4s"
1294002,UNCONFIRMED,"no WHO snapshot for these L4s"
1293642,UNCONFIRMED,"no WHO snapshot for these L4s"
1422546,UNCONFIRMED,"no WHO snapshot for these L4s"
1299018,GAP,"resolver status L4_ONLY"
1370826,UNCONFIRMED,"no WHO snapshot for these L4s"
1541226,UNCONFIRMED,"no WHO snapshot for these L4s"
1602570,GAP,"resolver status L4_ONLY"
1043562,CONFIRMED,"L4 in WHO snapshot"
1368402,CONFIRMED,"L4 in WHO snapshot"
2046138,UNCONFIRMED,"no WHO snapshot for these L4s"
253182,UNCONFIRMED,"no WHO snapshot for these L4s"
2611254,UNCONFIRMED,"no WHO snapshot for these L4s"
2627658,UNCONFIRMED,"no WHO snapshot for these L4s"
2639034,UNCONFIRMED,"no WHO snapshot for these L4s"
1114326,UNCONFIRMED,"no WHO snapshot for these L4s"
1945038,UNCONFIRMED,"no WHO snapshot for these L4s"
19254,UNCONFIRMED,"no WHO snapshot for these L4s"
1547658,UNCONFIRMED,"no WHO snapshot for these L4s"
2389302,UNCONFIRMED,"no WHO snapshot for these L4s"
217266,UNCONFIRMED,"no WHO snapshot for these L4s"
642355,GAP,"resolver status L4_ONLY"
311215,UNCONFIRMED,"no WHO snapshot for these L4s"
753367,UNCONFIRMED,"no WHO snapshot for these L4s"
991519,UNCONFIRMED,"no WHO snapshot for these L4s"
992479,UNCONFIRMED,"no WHO snapshot for these L4s"
978583,UNCONFIRMED,"no WHO snapshot for these L4s"
836395,CONFIRMED,"L4 in WHO snapshot"
615979,UNCONFIRMED,"no WHO snapshot for these L4s"
1039483,UNCONFIRMED,"no WHO snapshot for these L4s"
260311,UNCONFIRMED,"no WHO snapshot for these L4s"
1091467,GAP,"resolver status RETIRED_NO_REMAP"
208003,UNCONFIRMED,"no WHO snapshot for these L4s"
313627,UNCONFIRMED,"no WHO snapshot for these L4s"
210847,UNCONFIRMED,"no WHO snapshot for these L4s"
403939,UNCONFIRMED,"no WHO snapshot for these L4s"
370495,GAP,"resolver status RETIRED_NO_REMAP"
1006687,UNCONFIRMED,"no WHO snapshot for these L4s"
1013659,UNCONFIRMED,"no WHO snapshot for these L4s"
243463,GAP,"resolver status L4_ONLY"
245647,UNCONFIRMED,"no WHO snapshot for these L4s"
1190563,UNCONFIRMED,"no WHO snapshot for these L4s"
579247,GAP,"resolver status L4_ONLY"
1733707,GAP,"resolver status RETIRED_NO_REMAP"
283411,GAP,"no L5 codes"
2167855,GAP,"no L5 codes"
541999,GAP,"resolver status L4_ONLY"
577231,GAP,"resolver status L4_ONLY"
1012231,UNCONFIRMED,"no WHO snapshot for these L4s"
1744003,CONFIRMED,"L4 in WHO snapshot"
1795171,GAP,"resolver status L4_ONLY"
1807639,UNCONFIRMED,"no WHO snapshot for these L4s"
1293727,GAP,"resolver status L4_ONLY"
1376059,UNCONFIRMED,"no WHO snapshot for these L4s"
1422943,GAP,"resolver status RETIRED_NO_REMAP"
1941607,UNCONFIRMED,"no WHO snapshot for these L4s"
1436083,UNCONFIRMED,"no WHO snapshot for these L4s"
1601407,GAP,"resolver status L4_ONLY"
896011,UNCONFIRMED,"no WHO snapshot for these L4s"
310867,UNCONFIRMED,"no WHO snapshot for these L4s"
701371,UNCONFIRMED,"no WHO snapshot for these L4s"
702019,UNCONFIRMED,"no WHO snapshot for these L4s"
755839,UNCONFIRMED,"no WHO snapshot for these L4s"
308791,UNCONFIRMED,"no WHO snapshot for these L4s"
205807,UNCONFIRMED,"no WHO snapshot for these L4s"
830239,GAP,"resolver status RETIRED_NO_REMAP"
362755,GAP,"resolver status RETIRED_NO_REMAP"
2173855,UNCONFIRMED,"no WHO snapshot for these L4s"
1119631,GAP,"no L5 codes"
831259,UNCONFIRMED,"no WHO snapshot for these L4s"
1190611,UNCONFIRMED,"no WHO snapshot for these L4s"
827671,GAP,"resolver status L4_ONLY"
213043,UNCONFIRMED,"no WHO snapshot for these L4s"
351583,GAP,"resolver status RETIRED_NO_REMAP"
1146715,GAP,"resolver status RETIRED_NO_REMAP"
1046263,UNCONFIRMED,"no WHO snapshot for these L4s"
1233607,GAP,"resolver status L4_ONLY"
1046779,GAP,"resolver status RETIRED_NO_REMAP"
1012963,UNCONFIRMED,"no WHO snapshot for these L4s"
402091,UNCONFIRMED,"no WHO snapshot for these L4s"
352183,UNCONFIRMED,"no WHO snapshot for these L4s"
1049299,GAP,"no L5 codes"
1291375,GAP,"no L5 codes"
1303159,GAP,"resolver status L4_ONLY"
1426687,GAP,"resolver status L4_ONLY"
1430383,UNCONFIRMED,"no WHO snapshot for these L4s"
1795147,GAP,"resolver status L4_ONLY"
1235731,UNCONFIRMED,"no WHO snapshot for these L4s"
1741759,GAP,"resolver status RETIRED_NO_REMAP"
1941643,GAP,"no L5 codes"
1359499,UNCONFIRMED,"no WHO snapshot for these L4s"
1539955,UNCONFIRMED,"no WHO snapshot for these L4s"
750139,GAP,"no L5 codes"
750187,GAP,"resolver status RETIRED_NO_REMAP"
762007,UNCONFIRMED,"no WHO snapshot for these L4s"
884227,UNCONFIRMED,"no WHO snapshot for these L4s"
206347,UNCONFIRMED,"no WHO snapshot for these L4s"
999703,UNCONFIRMED,"no WHO snapshot for these L4s"
208423,GAP,"no L5 codes"
2118835,UNCONFIRMED,"no WHO snapshot for these L4s"
1116547,GAP,"no L5 codes"
1147795,GAP,"resolver status L4_ONLY"
858847,UNCONFIRMED,"no WHO snapshot for these L4s"
210751,UNCONFIRMED,"no WHO snapshot for these L4s"
1150291,GAP,"resolver status L4_ONLY"
1658707,UNCONFIRMED,"no WHO snapshot for these L4s"
1009375,UNCONFIRMED,"no WHO snapshot for these L4s"
859063,UNCONFIRMED,"no WHO snapshot for these L4s"
211915,GAP,"no L5 codes"
412111,GAP,"no L5 codes"
1245403,GAP,"resolver status L4_ONLY"
1363363,UNCONFIRMED,"no WHO snapshot for these L4s"
1648999,UNCONFIRMED,"no WHO snapshot for these L4s"
1745455,GAP,"resolver status L4_ONLY"
1869595,UNCONFIRMED,"no WHO snapshot for these L4s"
1926571,GAP,"no L5 codes"
1482679,UNCONFIRMED,"no WHO snapshot for these L4s"
1494979,GAP,"resolver status L4_ONLY"
688711,CONFIRMED,"L4 in WHO snapshot"
707359,GAP,"no L5 codes"
1087663,GAP,"no L5 codes"
205363,GAP,"resolver status RETIRED_NO_REMAP"
672667,GAP,"resolver status RETIRED_NO_REMAP"
904399,GAP,"resolver status RETIRED_NO_REMAP"
905095,GAP,"resolver status RETIRED_NO_REMAP"
993067,UNCONFIRMED,"no WHO snapshot for these L4s"
883807,UNCONFIRMED,"no WHO snapshot for these L4s"
1010671,UNCONFIRMED,"no WHO snapshot for these L4s"
1046611,UNCONFIRMED,"no WHO snapshot for these L4s"
249415,GAP,"no L5 codes"
1234519,GAP,"resolver status L4_ONLY"
2177191,GAP,"resolver status L4_ONLY"
209059,GAP,"resolver status RETIRED_NO_REMAP"
562495,GAP,"resolver status RETIRED_NO_REMAP"
1658155,GAP,"no L5 codes"
11251,GAP,"no L5 codes"
1053247,UNCONFIRMED,"no WHO snapshot for these L4s"
1000099,UNCONFIRMED,"no WHO snapshot for these L4s"
1293739,GAP,"resolver status L4_ONLY"
1304503,UNCONFIRMED,"no WHO snapshot for these L4s"
1790167,UNCONFIRMED,"no WHO snapshot for these L4s"
1540507,GAP,"resolver status L4_ONLY"
1547767,GAP,"resolver status L4_ONLY"
1943539,GAP,"resolver status RETIRED_NO_REMAP"
1292923,GAP,"resolver status L4_ONLY"
1300195,GAP,"resolver status L4_ONLY"
1435159,UNCONFIRMED,"no WHO snapshot for these L4s"
1304119,GAP,"resolver status RETIRED_NO_REMAP"
1487371,GAP,"no L5 codes"
313891,GAP,"resolver status RETIRED_NO_REMAP"
308899,UNCONFIRMED,"no WHO snapshot for these L4s"
204499,UNCONFIRMED,"no WHO snapshot for these L4s"
308383,UNCONFIRMED,"no WHO snapshot for these L4s"
861715,GAP,"resolver status NO_ATC"
205747,UNCONFIRMED,"no WHO snapshot for these L4s"
831391,GAP,"resolver status L4_ONLY"
896971,GAP,"resolver status RETIRED_NO_REMAP"
210823,UNCONFIRMED,"no WHO snapshot for these L4s"
211591,UNCONFIRMED,"no WHO snapshot for these L4s"
2180419,CONFIRMED,"L4 in WHO snapshot"
1111171,GAP,"resolver status RETIRED_NO_REMAP"
1013647,GAP,"resolver status L4_ONLY"
1038559,UNCONFIRMED,"no WHO snapshot for these L4s"
1046635,GAP,"resolver status RETIRED_NO_REMAP"
1658695,UNCONFIRMED,"no WHO snapshot for these L4s"
205843,CONFIRMED,"L4 in WHO snapshot"
206839,UNCONFIRMED,"no WHO snapshot for these L4s"
846127,UNCONFIRMED,"no WHO snapshot for these L4s"
1116307,GAP,"resolver status RETIRED_NO_REMAP"
1049179,GAP,"resolver status L4_ONLY"
1049371,UNCONFIRMED,"no WHO snapshot for these L4s"
283063,GAP,"resolver status RETIRED_NO_REMAP"
2182351,UNCONFIRMED,"no WHO snapshot for these L4s"
1149667,UNCONFIRMED,"no WHO snapshot for these L4s"
1049095,UNCONFIRMED,"no WHO snapshot for these L4s"
1020019,UNCONFIRMED,"no WHO snapshot for these L4s"
1307251,GAP,"resolver status RETIRED_NO_REMAP"
1359127,GAP,"resolver status L4_ONLY"
1298299,GAP,"resolver status RETIRED_NO_REMAP"
1925203,GAP,"resolver status RETIRED_NO_REMAP"
1940239,UNCONFIRMED,"no WHO snapshot for these L4s"
1309063,UNCONFIRMED,"no WHO snapshot for these L4s"
1809475,GAP,"no L5 codes"
644287,GAP,"resolver status L4_ONLY"
312139,UNCONFIRMED,"no WHO snapshot for these L4s"
636559,UNCONFIRMED,"no WHO snapshot for these L4s"
797023,UNCONFIRMED,"no WHO snapshot for these L4s"
199159,UNCONFIRMED,"no WHO snapshot for these L4s"
205819,UNCONFIRMED,"no WHO snapshot for these L4s"
308323,CONFIRMED,"L4 in WHO snapshot"
746083,GAP,"resolver status L4_ONLY"
403855,CONFIRMED,"L4 in WHO snapshot"
798115,UNCONFIRMED,"no WHO snapshot for these L4s"
349351,UNCONFIRMED,"no WHO snapshot for these L4s"
2105791,GAP,"resolver status L4_ONLY"
1099159,UNCONFIRMED,"no WHO snapshot for these L4s"
477031,GAP,"no L5 codes"
858967,GAP,"resolver status L4_ONLY"
1012015,UNCONFIRMED,"no WHO snapshot for these L4s"
1039255,GAP,"resolver status L4_ONLY"
1052647,GAP,"resolver status L4_ONLY"
547243,GAP,"resolver status RETIRED_NO_REMAP"
855907,UNCONFIRMED,"no WHO snapshot for these L4s"
317143,GAP,"resolver status RETIRED_NO_REMAP"
1010035,UNCONFIRMED,"no WHO snapshot for these L4s"
1043479,UNCONFIRMED,"no WHO snapshot for these L4s"
1050511,GAP,"resolver status RETIRED_NO_REMAP"
1086475,UNCONFIRMED,"no WHO snapshot for these L4s"
260407,UNCONFIRMED,"no WHO snapshot for these L4s"
1037383,GAP,"resolver status RETIRED_NO_REMAP"
260947,UNCONFIRMED,"no WHO snapshot for these L4s"
857851,UNCONFIRMED,"no WHO snapshot for these L4s"
1656595,GAP,"resolver status RETIRED_NO_REMAP"
1241623,GAP,"resolver status RETIRED_NO_REMAP"
1294591,GAP,"resolver status L4_ONLY"
1356343,GAP,"resolver status L4_ONLY"
1243999,UNCONFIRMED,"no WHO snapshot for these L4s"
1294255,UNCONFIRMED,"no WHO snapshot for these L4s"
1312459,GAP,"resolver status L4_ONLY"
141859,UNCONFIRMED,"no WHO snapshot for these L4s"
1485895,GAP,"resolver status L4_ONLY"
1536931,GAP,"resolver status L4_ONLY"
311431,UNCONFIRMED,"no WHO snapshot for these L4s"
314911,GAP,"resolver status RETIRED_NO_REMAP"
993943,GAP,"resolver status L4_ONLY"
746023,GAP,"resolver status L4_ONLY"
905083,GAP,"no L5 codes"
884191,UNCONFIRMED,"no WHO snapshot for these L4s"
200059,UNCONFIRMED,"no WHO snapshot for these L4s"
315211,UNCONFIRMED,"no WHO snapshot for these L4s"
2181307,GAP,"resolver status L4_ONLY"
1048903,UNCONFIRMED,"no WHO snapshot for these L4s"
205771,UNCONFIRMED,"no WHO snapshot for these L4s"
210535,UNCONFIRMED,"no WHO snapshot for these L4s"
213475,GAP,"no L5 codes"
1020199,CONFIRMED,"L4 in WHO snapshot"
244099,UNCONFIRMED,"no WHO snapshot for these L4s"
1665451,UNCONFIRMED,"no WHO snapshot for these L4s"
1667911,UNCONFIRMED,"no WHO snapshot for these L4s"
1733863,GAP,"resolver status L4_ONLY"
1085647,UNCONFIRMED,"no WHO snapshot for these L4s"
422011,GAP,"resolver status NO_ATC"
1020055,UNCONFIRMED,"no WHO snapshot for these L4s"
1591999,UNCONFIRMED,"no WHO snapshot for these L4s"
1293859,GAP,"resolver status L4_ONLY"
1294207,UNCONFIRMED,"no WHO snapshot for these L4s"
1310503,GAP,"resolver status L4_ONLY"
1730191,GAP,"resolver status RETIRED_NO_REMAP"
1293103,GAP,"no L5 codes"
701983,UNCONFIRMED,"no WHO snapshot for these L4s"
749875,UNCONFIRMED,"no WHO snapshot for these L4s"
1090639,GAP,"resolver status L4_ONLY"
200011,GAP,"resolver status RETIRED_NO_REMAP"
2043247,GAP,"no L5 codes"
618643,GAP,"no L5 codes"
404083,UNCONFIRMED,"no WHO snapshot for these L4s"
310543,UNCONFIRMED,"no WHO snapshot for these L4s"
707275,UNCONFIRMED,"no WHO snapshot for these L4s"
309451,UNCONFIRMED,"no WHO snapshot for these L4s"
856903,CONFIRMED,"L4 in WHO snapshot"
2122543,GAP,"resolver status RETIRED_NO_REMAP"
213919,GAP,"resolver status RETIRED_NO_REMAP"
2177911,UNCONFIRMED,"no WHO snapshot for these L4s"
1101871,UNCONFIRMED,"no WHO snapshot for these L4s"
857875,UNCONFIRMED,"no WHO snapshot for these L4s"
259195,GAP,"resolver status L4_ONLY"
846955,UNCONFIRMED,"no WHO snapshot for these L4s"
1086871,GAP,"resolver status RETIRED_NO_REMAP"
313075,UNCONFIRMED,"no WHO snapshot for these L4s"
849667,GAP,"resolver status L4_ONLY"
261379,GAP,"resolver status RETIRED_NO_REMAP"
244123,UNCONFIRMED,"no WHO snapshot for these L4s"
307747,GAP,"resolver status L4_ONLY"
541363,GAP,"resolver status L4_ONLY"
562411,UNCONFIRMED,"no WHO snapshot for these L4s"
1005835,GAP,"resolver status L4_ONLY"
1043623,GAP,"resolver status L4_ONLY"
2173723,UNCONFIRMED,"no WHO snapshot for these L4s"
1657723,UNCONFIRMED,"no WHO snapshot for these L4s"
1298443,GAP,"resolver status L4_ONLY"
1424611,UNCONFIRMED,"no WHO snapshot for these L4s"
1536835,GAP,"resolver status L4_ONLY"
1541707,UNCONFIRMED,"no WHO snapshot for these L4s"
1945207,GAP,"no L5 codes"
1299667,UNCONFIRMED,"no WHO snapshot for these L4s"
1549447,UNCONFIRMED,"no WHO snapshot for these L4s"
1299235,GAP,"resolver status RETIRED_NO_REMAP"
1872091,UNCONFIRMED,"no WHO snapshot for these L4s"
153595,UNCONFIRMED,"no WHO snapshot for these L4s"
687211,UNCONFIRMED,"no WHO snapshot for these L4s"
1087399,GAP,"resolver status L4_ONLY"
992671,UNCONFIRMED,"no WHO snapshot for these L4s"
308959,UNCONFIRMED,"no WHO snapshot for these L4s"
199219,UNCONFIRMED,"no WHO snapshot for these L4s"
904783,GAP,"resolver status L4_ONLY"
797659,GAP,"resolver status NO_ATC"
883795,UNCONFIRMED,"no WHO snapshot for these L4s"
310963,UNCONFIRMED,"no WHO snapshot for these L4s"
998671,UNCONFIRMED,"no WHO snapshot for these L4s"
804919,GAP,"resolver status L4_ONLY"
826807,GAP,"no L5 codes"
208303,UNCONFIRMED,"no WHO snapshot for these L4s"
1101523,GAP,"resolver status RETIRED_NO_REMAP"
1113691,GAP,"resolver status RETIRED_NO_REMAP"
1193311,GAP,"resolver status RETIRED_NO_REMAP"
562531,UNCONFIRMED,"no WHO snapshot for these L4s"
1012099,GAP,"resolver status L4_ONLY"
241999,GAP,"no L5 codes"
1116499,GAP,"resolver status L4_ONLY"
1086271,UNCONFIRMED,"no WHO snapshot for these L4s"
998467,UNCONFIRMED,"no WHO snapshot for these L4s"
1089811,GAP,"resolver status L4_ONLY"
1098139,GAP,"resolver status L4_ONLY"
198535,UNCONFIRMED,"no WHO snapshot for these L4s"
860239,UNCONFIRMED,"no WHO snapshot for these L4s"
1039699,UNCONFIRMED,"no WHO snapshot for these L4s"
1659139,CONFIRMED,"L4 in WHO snapshot"
1737343,UNCONFIRMED,"no WHO snapshot for these L4s"
1010755,GAP,"resolver status L4_ONLY"
800683,UNCONFIRMED,"no WHO snapshot for these L4s"
210043,UNCONFIRMED,"no WHO snapshot for these L4s"
1049647,CONFIRMED,"L4 in WHO snapshot"
1235467,UNCONFIRMED,"no WHO snapshot for these L4s"
1250923,UNCONFIRMED,"no WHO snapshot for these L4s"
1293895,UNCONFIRMED,"no WHO snapshot for these L4s"
1315207,GAP,"resolver status RETIRED_NO_REMAP"
1425331,CONFIRMED,"L4 in WHO snapshot"
1549315,UNCONFIRMED,"no WHO snapshot for these L4s"
1741423,GAP,"no L5 codes"
1245379,UNCONFIRMED,"no WHO snapshot for these L4s"
1246075,UNCONFIRMED,"no WHO snapshot for these L4s"
1246303,GAP,"resolver status L4_ONLY"
1542919,GAP,"resolver status L4_ONLY"
687043,GAP,"resolver status L4_ONLY"
727507,UNCONFIRMED,"no WHO snapshot for these L4s"
799999,GAP,"resolver status L4_ONLY"
876415,UNCONFIRMED,"no WHO snapshot for these L4s"
899935,GAP,"no L5 codes"
979411,UNCONFIRMED,"no WHO snapshot for these L4s"
308167,CONFIRMED,"L4 in WHO snapshot"
880411,UNCONFIRMED,"no WHO snapshot for these L4s"
199135,UNCONFIRMED,"no WHO snapshot for these L4s"
309607,GAP,"resolver status RETIRED_NO_REMAP"
2003131,UNCONFIRMED,"no WHO snapshot for these L4s"
998479,UNCONFIRMED,"no WHO snapshot for these L4s"
1098487,UNCONFIRMED,"no WHO snapshot for these L4s"
1101859,UNCONFIRMED,"no WHO snapshot for these L4s"
1113667,GAP,"resolver status RETIRED_NO_REMAP"
2168083,UNCONFIRMED,"no WHO snapshot for these L4s"
1146883,UNCONFIRMED,"no WHO snapshot for these L4s"
477451,UNCONFIRMED,"no WHO snapshot for these L4s"
237367,GAP,"resolver status L4_ONLY"
1053355,GAP,"resolver status RETIRED_NO_REMAP"
1086115,UNCONFIRMED,"no WHO snapshot for these L4s"
578803,GAP,"resolver status L4_ONLY"
998707,CONFIRMED,"L4 in WHO snapshot"
857443,UNCONFIRMED,"no WHO snapshot for these L4s"
210223,CONFIRMED,"L4 in WHO snapshot"
616411,UNCONFIRMED,"no WHO snapshot for these L4s"
1189591,GAP,"no L5 codes"
1012375,UNCONFIRMED,"no WHO snapshot for these L4s"
1085419,GAP,"no L5 codes"
197407,UNCONFIRMED,"no WHO snapshot for these L4s"
1357891,GAP,"resolver status RETIRED_NO_REMAP"
1659595,CONFIRMED,"L4 in WHO snapshot"
1796083,UNCONFIRMED,"no WHO snapshot for these L4s"
1423123,UNCONFIRMED,"no WHO snapshot for these L4s"
1739887,GAP,"resolver status L4_ONLY"
197431,UNCONFIRMED,"no WHO snapshot for these L4s"
1488619,UNCONFIRMED,"no WHO snapshot for these L4s"
1244215,UNCONFIRMED,"no WHO snapshot for these L4s"
1300207,GAP,"resolver status RETIRED_NO_REMAP"
198463,UNCONFIRMED,"no WHO snapshot for these L4s"
2001439,UNCONFIRMED,"no WHO snapshot for these L4s"
206851,UNCONFIRMED,"no WHO snapshot for these L4s"
207355,UNCONFIRMED,"no WHO snapshot for these L4s"
2044375,UNCONFIRMED,"no WHO snapshot for these L4s"
900175,UNCONFIRMED,"no WHO snapshot for these L4s"
1088191,GAP,"no L5 codes"
762823,GAP,"resolver status RETIRED_NO_REMAP"
1993219,GAP,"resolver status RETIRED_NO_REMAP"
801031,GAP,"resolver status L4_ONLY"
803371,GAP,"resolver status L4_ONLY"
997555,UNCONFIRMED,"no WHO snapshot for these L4s"
805579,GAP,"no L5 codes"
1014367,UNCONFIRMED,"no WHO snapshot for these L4s"
244051,UNCONFIRMED,"no WHO snapshot for these L4s"
1049191,CONFIRMED,"L4 in WHO snapshot"
857527,UNCONFIRMED,"no WHO snapshot for these L4s"
241063,GAP,"resolver status L4_ONLY"
1191691,GAP,"no L5 codes"
211087,GAP,"resolver status RETIRED_NO_REMAP"
1053295,GAP,"resolver status RETIRED_NO_REMAP"
1009147,GAP,"resolver status L4_ONLY"
577819,CONFIRMED,"L4 in WHO snapshot"
1797871,UNCONFIRMED,"no WHO snapshot for these L4s"
1868839,GAP,"resolver status L4_ONLY"
1870207,UNCONFIRMED,"no WHO snapshot for these L4s"
1292443,GAP,"resolver status L4_ONLY"
1356859,UNCONFIRMED,"no WHO snapshot for these L4s"
1484743,GAP,"resolver status RETIRED_NO_REMAP"
1594951,GAP,"resolver status L4_ONLY"
1668247,UNCONFIRMED,"no WHO snapshot for these L4s"
1297363,UNCONFIRMED,"no WHO snapshot for these L4s"
1299811,GAP,"resolver status L4_ONLY"
1427959,GAP,"resolver status L4_ONLY"
1549435,UNCONFIRMED,"no WHO snapshot for these L4s"
1598059,GAP,"resolver status RETIRED_NO_REMAP"
1245283,UNCONFIRMED,"no WHO snapshot for these L4s"
1923343,GAP,"resolver status L4_ONLY"
724411,UNCONFIRMED,"no WHO snapshot for these L4s"
310891,UNCONFIRMED,"no WHO snapshot for these L4s"
1086991,GAP,"resolver status L4_ONLY"
992443,UNCONFIRMED,"no WHO snapshot for these L4s"
866455,UNCONFIRMED,"no WHO snapshot for these L4s"
994039,GAP,"no L5 codes"
310207,UNCONFIRMED,"no WHO snapshot for these L4s"
794239,UNCONFIRMED,"no WHO snapshot for these L4s"
995455,UNCONFIRMED,"no WHO snapshot for these L4s"
617995,CONFIRMED,"L4 in WHO snapshot"
756223,UNCONFIRMED,"no WHO snapshot for these L4s"
200299,GAP,"resolver status L4_ONLY"
828931,UNCONFIRMED,"no WHO snapshot for these L4s"
1087459,GAP,"resolver status L4_ONLY"
845647,GAP,"resolver status RETIRED_NO_REMAP"
1094467,UNCONFIRMED,"no WHO snapshot for these L4s"
1190551,UNCONFIRMED,"no WHO snapshot for these L4s"
597823,UNCONFIRMED,"no WHO snapshot for these L4s"
1014379,UNCONFIRMED,"no WHO snapshot for these L4s"
312451,GAP,"resolver status RETIRED_NO_REMAP"
313651,UNCONFIRMED,"no WHO snapshot for these L4s"
313771,UNCONFIRMED,"no WHO snapshot for these L4s"
404503,GAP,"resolver status RETIRED_NO_REMAP"
1043191,GAP,"no L5 codes"
238015,UNCONFIRMED,"no WHO snapshot for these L4s"
105259,UNCONFIRMED,"no WHO snapshot for these L4s"
