rxcui,drug_name,tty,production,new_final,audit_verdict,audit_recommended
562507,"coal tar 0.02 MG/MG / salicylic acid 0.015 MG/MG / sulfur, colloidal 0.011 MG/MG Topical Ointment",SCD,D01AE12|N02BA04,D01AE12,,
578806,betamethasone 3 MG/ML / betamethasone acetate 3 MG/ML Injectable Suspension [Celestone Soluspan],SBD,D07AC01|H02AB01|S01BA06|S03BA03,H02AB01,,
616507,ethanol 0.21 ML/ML / sulfur 50 MG/ML / zinc oxide 100 MG/ML / zinc sulfate 10 MG/ML Topical Lotion,SCD,A12CB01|D10AB02,D02AB|D08AX08|D10AB02,,
562359,dimethyl sulfoxide 500 MG/ML Irrigation Solution,SCD,G04BX13|M02AX03,G04BX13,,
1000093,doxepin hydrochloride 50 MG/ML Topical Cream [Prudoxin],SBD,N06AA12,D04AX01,,
1006712,sulfacetamide sodium 150 MG/ML Ophthalmic Solution [Isopto Cetamide],SBD,D10AB02,S01AB04,,
1012152,prednisolone sodium phosphate 5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Optimyd],SBD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01CA02,,
1012628,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Lotion [Lidamantle HC],SBD,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,C05AA01|C05AD01|D04AB01|D07AA02|D07XA01,,
1014137,sodium chloride 21 MG/ML Nasal Solution [SaltAire],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
1014583,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Zyrtec-D],SBD,R01BA02|R06AE07,R01BA02,,
1042982,catalase 0.02 MG / cysteine 5 MG / lysine 20 MG / methionine 200 MG / superoxide dismutase 0.02 MG Oral Capsule,SCD,B05XB03|V03AB26,V03AB26,,
1047001,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Bellatal],SBD,A03BA03|N03AA02,A03CB,,
1049123,benzalkonium chloride 1.3 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,SCD,D08AJ01|D08AJ08|R02AA16,D04AB07,,
1050080,diphenhydramine hydrochloride 20 MG/ML Topical Spray,SCD,D04AA32|R06AA02,D04AA32,,
1086257,triamcinolone acetonide 40 MG/ML Injectable Suspension [Triamcot],SBD,A01AC01|H02AB08|R01AD11,H02AB08,,
240571,betamethasone 0.0005 MG/MG Topical Gel,SCD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
1659137,piperacillin 3000 MG / tazobactam 375 MG Injection,SCD,J01CA12|J01CG02,J01CR05,,
1005767,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Avar],SBD,D10AB02,D10AF06,,
1012066,5 ML lidocaine hydrochloride 10 MG/ML Prefilled Syringe,SCD,D04AB01|N01BB02|R02AD02,N01BB02,,
1049402,benzalkonium chloride 2 MG/ML Topical Spray,SCD,D08AJ01|D08AJ08,D08AJ01,,
1086463,chlorpheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R06AB04,R01BA53,,
241907,brompheniramine maleate 1 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R05CA03|R06AB01,R01BA03|R05CA03|R06AB01,,
1659947,povidone-iodine 75 MG/ML Topical Lotion [Apocreme],SBD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02,,
1661176,tioconazole 0.065 MG/MG Vaginal Ointment [Monistat Simple Therapy],SBD,D01AC07|G01AF08,G01AF08,,
1000158,0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe [depo-subQ provera],SBD,G03DA02,L02AB02,,
808596,24 HR calcium carbonate 1500 MG / cholecalciferol 500 UNT Extended Release Oral Tablet,SCD,A11CC05,A11CC05|A12AA04,,
206537,500 ML mannitol 150 MG/ML Injection [Osmitrol],SBD,A06AD16,B05BC01,,
374862,benzocaine / menthol Oral Lozenge,SCDF,C05AD03|D04AB04|R02AD01,R02AD01,,
801442,magnesium sulfate 0.2 MG/ML / monobasic potassium phosphate 0.063 MG/ML / potassium chloride 0.005 MEQ/ML / sodium chloride 0.14 MEQ/ML / sodium phosphate dihydrate 0.088 MG/ML Irrigation Solution,SCD,A06AD04|A12CA01|B05BB01|B05CB01|B05XA03|B05XA05|S01XA03,B05CB01|B05XA03|B05XA05,,
313625,ascorbic acid 100 MG / ferrous fumarate 275 MG / folic acid 1 MG / vitamin B12 0.015 MG Extended Release Oral Capsule,SCD,A11GA01|B03BA01|B03BB01,A11GA01|B03AA02|B03BA01|B03BB01,,
808354,{1 (22.7 ML) (hydrocortisone 0.01 MG/MG Topical Gel [Xebcort]) / 3 (15 ML) (ketoconazole 0.02 MG/MG Topical Gel [Xolegel]) } Pack [Xolegel CorePak],BPCK,A01AC03|A07EA02|D01AC08|D07AA02|D07AB02|D07AB11|H02AB09|J02AB02|S01BA02,D01AC08|D07AA02,IMPROVED,D01AC08|D07AA02
208191,benzocaine 0.2 MG/MG Topical Gel [Americaine Anesthetic Lubricant],SBD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,,
208958,potassium chloride 1.33 MEQ/ML Oral Solution [Kay Ciel],SBD,A12BA01|B05XA01,A12BA01,,
211765,benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML Topical Lotion [Vanoxide-HC],SBD,D10AE01,D10AE51,BOTH_WRONG,D10AE51
212645,lactic acid 50 MG/ML Topical Lotion [Lacticare],SBD,G01AD01,D02AX,,
212812,salicylic acid 0.02 MG/MG Topical Gel [Stri-Dex Clear Gel],SBD,D01AE12|N02BA04,D11AF,,
213539,betamethasone 0.5 MG/ML Topical Cream [Alphatrex],SBD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
2184167,12 HR carbetapentane tannate 60 MG / chlorpheniramine tannate 5 MG / phenylephrine tannate 10 MG Extended Release Oral Tablet,SCD,R05DB05|R06AB04,R01BA03|R05DB05|R06AB04,,
1090532,chlorpheniramine maleate 1 MG/ML / phenylephrine hydrochloride 3.5 MG/ML Oral Solution,SCD,R06AB04,R01BA03|R06AB04,,
2056681,{2 (1 ML erenumab-aooe 70 MG/ML Prefilled Syringe [Aimovig]) } Pack [Aimovig Prefilled Syringe (140 MG Dose)],BPCK,N02CX07,N02CD01,,
206035,erythromycin 0.005 MG/MG Ophthalmic Ointment [Ilotycin],SBD,J01FA01,S01AA17,,
349541,guaifenesin 275 MG / phenylephrine hydrochloride 25 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
351894,betamethasone 0.5 MG/ML Topical Lotion [Del-Beta],SBD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
360347,benzocaine 200 MG/ML Topical Solution,SCD,C05AD03|D04AB04|R02AD01,D04AB04,,
828594,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule,SCD,N02AC04|N06BC01,N02AC04,,
830736,docosahexaenoic acid 350 MG / eicosapentaenoic acid 35 MG / folic acid 1 MG / phytosterols 200 MG / vitamin B12 0.5 MG / vitamin B6 12.5 MG Oral Capsule,SCD,B03BA01|B03BB01,A11HA02|B03BA01|B03BB01,,
1111750,dexpanthenol 0.2 MG/ML / magnesium sulfate 0.0467 MG/ML / manganese sulfate 0.0467 MG/ML / niacinamide 0.467 MG/ML / pyridoxine 0.0467 MG/ML / riboflavin 0.04 MG/ML / thiamine 0.0333 MG/ML / vitamin B12 0.000133 MG/ML / zinc sulfate 0.333 MG/ML Oral Solution [Ellis Tonic],SBD,A11DA01|A11HA01|A11HA02|A11HA04|A12CB01|B03BA01,A11DA01|A11HA01|A11HA02|A11HA04|A11HA30|A12CB01|B03BA01,IMPROVED,A11DA01|A11HA01|A11HA02|A11HA04|A11HA30|A12CB01|B03BA01
1146211,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Capsule,SCD,N02BE01,N02BE01|R01BA03|R06AA02,,
1190587,codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution [M-End Max D],SBD,R01BA02|R05DA04|R06AB06,R05DA04,,
1235022,benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 20 MG/ML Topical Solution [Band-Aid Hurt-Free],SBD,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,D04AB01|D08AJ01,,
431806,12 HR guaifenesin 900 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
543789,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucous Membrane Topical Solution [Cetacaine],SBD,C05AD03|D04AB04|R02AD01,N01BA03,,
1000556,fluorometholone 1 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension,SCD,D10AB02|S01BA07,S01CA07,,
1011849,lidocaine hydrochloride 0.005 MG/MG Topical Gel,SCD,D04AB01|N01BB02|R02AD02,D04AB01,IMPROVED,D04AB01
1039012,benzalkonium chloride 1.3 MG/ML Topical Spray,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1045432,lidocaine hydrochloride 40 MG/ML Topical Spray,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1046310,benzalkonium chloride 1.2 MG/ML Topical Foam,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1048302,dyclonine hydrochloride 1 MG/ML Mucosal Spray [Cepacol Spray],SBD,N01BX02|R02AD04,R02AD04,,
1052616,benzocaine 0.075 MG/MG Oral Gel [Anbesol],SBD,C05AD03|D04AB04|R02AD01,R02AD01,,
238996,phenylephrine hydrochloride 1.25 MG/ML Nasal Spray,SCD,R01AA04|S01FB01|S01XA20,R01AA04,,
244492,hydrocortisone 5 MG/ML Topical Lotion,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1657777,10 ML ramucirumab 10 MG/ML Injection [Cyramza],SBD,L01XC21,L01FG02,,
1665370,ethanol 0.71 ML/ML Topical Solution,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1721014,capsaicin 0.25 MG/ML / menthol 20 MG/ML / methyl salicylate 100 MG/ML Topical Cream,SCD,N01BX04,M02AB01,,
1733892,epinephrine 0.1 MG/ML / lidocaine hydrochloride 50 MG/ML Topical Spray,SCD,C01CA24|D04AB01|N01BB02|R02AD02|S01EA01,B02BC09|D04AB01,,
1733871,tetracaine 0.02 MG/MG Topical Gel,SCD,C05AD02|D04AB06|N01BA03|S01HA03,D04AB06,,
1000731,sulfacetamide sodium 100 MG/ML / sulfur 20 MG/ML Topical Cream,SCD,D10AB02,D10AF06,,
1013040,lidocaine hydrochloride 20 MG/ML Injectable Solution [Anestacaine],SBD,D04AB01|N01BB02|R02AD02,C01BB01|N01BB02,,
859315,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet,SCD,R05DA03,N02AJ23,,
860582,guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R05CA03|R05DA03,R01BA03|R05CA03|R05DA03,,
1001409,calcium carbonate 625 MG / ergocalciferol 125 UNT Oral Tablet,SCD,A11CC01,A11CC01|A12AA04,,
1006060,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Lotion [Sulfacet-R],SBD,D10AB02,D10AB02|D10AF06,,
1046980,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Hyosophen],SBD,A03BA03|N03AA02,A03CB,,
1048069,benzocaine 0.075 MG/MG Oral Gel [Orajel],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
1053138,diphenhydramine hydrochloride 20 MG/ML / zinc acetate 1 MG/ML Topical Spray,SCD,A16AX05,D04AA32,,
238134,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,SCD,N06BC01,N02BA71,,
244374,benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel,SCD,D10AE01,D10AF51,,
1734033,triclosan 2.5 MG/ML Medicated Pad,SCD,D08AE04,D09AA06,,
1659134,piperacillin 2000 MG / tazobactam 250 MG Injection [Zosyn],SBD,J01CA12|J01CG02|J01CR05,J01CR05,,
858800,hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet [Reprexain],SBD,R05DA03,N02AJ23,,
1737762,5 ML lidocaine hydrochloride 20 MG/ML Injection [Xylocaine],SBD,N01BB02,C01BB01,,
1744007,emtricitabine 133 MG / tenofovir disoproxil fumarate 200 MG Oral Tablet [Truvada],SBD,J05AF07|J05AF09,J05AR03,,
1797902,beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Nasal Spray [Qnasl],SBD,D07AC15|R01AD01,R01AD01,,
198997,ascorbic acid 150 MG / ferrous sulfate 60 MG Extended Release Oral Tablet,SCD,A11GA01,A11GA01|B03AA07,,
199078,capsaicin 2.5 MG/ML Topical Cream,SCD,N01BX04,M02AB01,,
313040,sodium fluoride 20 MG/ML Oral Solution,SCD,A01AA01,A01AA01|A12CD01,,
1149361,{3 (15000 MG) (ketoconazole 0.02 MG/MG Topical Gel [Xolegel]) / 1 (50 ML) (zinc pyrithione 10 MG/ML Medicated Shampoo [Head & Shoulders]) } Pack [Xolegel Duo Reformulated Oct 2008],BPCK,D11AX12,D01AC08|D11AX12,,
210777,ascorbic acid 150 MG / ferrous sulfate 60 MG Extended Release Oral Tablet [Irospan],SBD,A11GA01,A11GA01|B03AA07,,
860145,hydrocodone bitartrate 0.75 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,SCD,R05DA03,R01BA03|R05DA03,,
240675,aluminum hydroxide 300 MG / magnesium hydroxide 150 MG Chewable Tablet,SCD,A02AB01,A02AD01,,
1235867,{7 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norethindrone 0.75 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Dasetta 7/7/7 28 Day],BPCK,G03AA05|G03FA01,G03AA05,,
1006105,sulfacetamide sodium 100 MG/ML / sulfur 20 MG/ML Medicated Liquid Soap [Avar],SBD,D10AB02,D10AF06,IMPROVED,D10AF06
1013629,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet) / 4 (levomefolate calcium 0.451 MG Oral Tablet) } Pack,GPCK,G03AC10,G03AA12,,
1656333,capsaicin 0.375 MG/ML / histamine dihydrochloride 0.35 MG/ML / menthol 30 MG/ML Topical Cream,SCD,N01BX04|V04CG03,M02AB01,,
1866559,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / potassium chloride 3.28 MG/ML / sodium chloride 6 MG/ML / sodium lactate 3.1 MG/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|B05XA07|G01AD01|S01XA03|V06DC01,B05BB01,,
1872972,lidocaine hydrochloride 0.04 MG/MG Topical Gel [Tranzarel],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1876413,lidocaine hydrochloride 30 MG/ML Topical Cream [CidalEaze],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1927027,benzalkonium chloride 3 MG/ML Topical Spray,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1945074,magnesium sulfate 0.4 MG/MG Topical Ointment,SCD,A06AD04|B05XA05,D11AX05,IMPROVED,D11AX05
1242883,benzalkonium chloride 1.1 MG/ML Medicated Liquid Soap,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1245471,Diphenhydramine Hydrochloride 2.5 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [PediaCare Children's NightRest Multi-Symptom Cold],SBD,D04AA32|R01AA04|R06AA02|S01FB01|S01XA20,R01BA03|R06AA02,,
1250461,Hydrocortisone 10 MG/ML Topical Spray [Dermarest Eczema],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1251774,Cetylpyridinium Chloride 1 MG/ML Mucous Membrane Topical Solution [Orajel Bleeding Gum Rinse],SBD,B05CA01|D08AJ03|D09AA07|R02AA06,R02AA06,,
1291372,cetylpyridinium chloride 1 MG/ML / sodium fluoride 0.5 MG/ML Mouthwash,SCD,A01AA01,A01AA01|A12CD01|R02AA06,,
1294025,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01,,
1294237,allantoin 0.005 MG/MG / benzethonium chloride 0.001 MG/MG Topical Ointment,SCD,R02AA09,D08AJ08,,
1299219,chlorhexidine gluconate 1 MG/ML Oral Spray,SCD,A01AB03|D08AC02|R02AA05,A01AB03,,
1299700,isoproterenol hydrochloride 5 MG/ML Inhalation Solution,SCD,C01CA02|R03AB02|R03CB01,R03AB02,,
1300277,povidone-iodine 0.1 MG/MG Medicated Pad,SCD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02,,
1304564,alpha-tocopherol acetate 1 UNT/ML / ascorbic acid 20 MG/ML / biotin 0.006 MG/ML / cholecalciferol 20 UNT/ML / dexpanthenol 1.5 MG/ML / folic acid 0.06 MG/ML / niacinamide 4 MG/ML / pyridoxine hydrochloride 0.6 MG/ML / riboflavin 0.36 MG/ML / thiamine hydrochloride 0.6 MG/ML / vitamin A palmitate 330 UNT/ML / vitamin B12 0.0005 MG/ML / vitamin K1 0.015 MG/ML Injectable Solution [Infuvite],SBD,A11CA01|A11CC05|A11DA01|A11GA01|A11HA01|A11HA02|A11HA04|A11HA05|B02BA01|B03BA01|B03BB01,,,
1314792,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 162 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / polysaccharide iron complex 115 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule [Tandem OB],SBD,A11DA01|A11HA01|A11HA02|A11HA04|A12CB01|B03BA01|B03BB01|V03AB20,B03AE04,,
1356071,benzalkonium chloride 1.3 MG/ML / lidocaine 40 MG/ML Topical Cream,SCD,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,D04AB01,,
1359354,Bacitracin 0.5 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 10 UNT/MG / Pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Neosporin Plus Maximum Strength],SBD,A07AA01|D06AX04|S01AA03,D04AB07|D06AX04|D06AX05,,
1362211,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream [Analpram HC],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01,,
1363423,gentamicin 100 MG/ML Irrigation Solution [Gentaved 100],SBD,D06AX07|S03AA06,D06AX07,,
1423410,camphor 0.03 MG/MG / phenol 0.025 MG/MG / tannic acid 0.022 MG/MG / zinc oxide 0.066 MG/MG Topical Ointment,SCD,C05AX04|D08AE03,D08AE03,,
1425866,miconazole nitrate 20 MG/ML Topical Cream [MacerRx],SBD,A01AB09|D01AC02|G01AF04,D01AC02,,
1432276,chlorhexidine gluconate 1 MG/ML / ethanol 0.09 ML/ML Medicated Pad,SCD,A01AB03|D08AC02|R02AA05,D08AC02,,
1435578,ivermectin 0.0187 MG/MG Oral Paste [DuraMectin],SBD,D11AX22|P02CF01,P02CF01,,
1440875,"hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Urimar Reformulated Oct 2013]",SBD,A03BA03|G04BX12|J01XX05,G04BX12,,
1534811,168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Ortho Evra],SBD,G03CA01,G03AA13,IMPROVED,G03AA13
1537947,minoxidil 20 MG/ML Topical Spray,SCD,C02DC01|D11AX01,D11AX01,,
1541213,chlorhexidine gluconate 40 MG/ML / hydrocortisone 10 MG/ML Medicated Shampoo,SCD,A01AB03|A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|D08AC02|H02AB09|R02AA05|S01BA02,D07AA02|D08AC02,,
1545144,phenylephrine hydrochloride 2.5 MG/ML / zinc oxide 125 MG/ML Rectal Cream,SCD,C05AX04|R01AA04|S01FB01|S01XA20,C05AX04|C05AX06,,
1549388,phenylephrine hydrochloride 1.25 MG/ML Nasal Solution [Little Noses Decongestant],SBD,R01AA04|S01FB01|S01XA20,R01AA04,,
1300191,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]",SBD,J07AF01|J07AM01,J07AJ52,,
1734865,2.5 ML sodium hyaluronate 10 MG/ML Prefilled Syringe [Genvisc],SBD,M09AX01,S01KA01,,
1870232,NDA201739 0.15 ML epinephrine 1 MG/ML Auto-Injector,SCD,C01CA24|S01EA01,C01CA24,IMPROVED,C01CA24
1242391,24 HR loratadine 10 MG / pseudoephedrine sulfate 240 MG Extended Release Oral Tablet [Claritin-D],SBD,R01BA02|R06AX13,R01BA02,,
1247879,"docusate sodium 65 MG / sennosides, USP 10 MG Oral Tablet",SCD,A06AB06,A06AA02|A06AB06,,
1248152,calcium pantothenate 25 MG / danthron 75 MG / docusate sodium 100 MG Oral Tablet,SCD,A06AB03,A06AA02|A06AB03|A11HA31,,
1292321,diphenhydramine hydrochloride 20 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD,D04AA32|R06AA02,D04AA32|D04AB07,,
1294372,carbetapentane tannate 6 MG/ML / diphenhydramine tannate 5 MG/ML / phenylephrine tannate 1.5 MG/ML Extended Release Suspension,SCD,R05DB05,R01BA03|R05DB05|R06AA02,,
1367439,21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing],SBD,G03AC08,G02BB01,,
1423494,salicylic acid 20 MG/ML Medicated Liquid Soap [Phisoderm Clear Confidence Daily Gel Face Wash],SBD,D01AE12|N02BA04,D01AE12,,
1535708,diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension [Dr. Cocoa Nighttime Cough and Cold],SBD,D04AA32|R01AA04|R06AA02|S01FB01|S01XA20,R01BA03|R06AA02,,
1544973,phenylephrine hydrochloride 2.5 MG/ML / shark liver oil 30 MG/ML Rectal Cream [Formulation R],SBD,R01AA04|S01FB01|S01XA20,C05AX06,,
1551559,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Zee-Seltzer Antacid and Pain Reliever],SBD,A09AB04,A09AB04|N02BA01,BOTH_WRONG,A09AB04|N02BA01
1812470,ivacaftor 125 MG / lumacaftor 100 MG Oral Tablet [ORKAMBI],SBD,R07AX02,R07AX30,,
1251323,ethinyl estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet,SCD,G03CA01|G03DC02,G03AA05,,
1293468,chlorpheniramine tannate 0.4 MG/ML / phenylephrine tannate 1 MG/ML / pyrilamine tannate 2.5 MG/ML Oral Suspension,SCD,R06AB04,R01BA03|R06AB04|R06AC01,,
1297935,diphenhydramine hydrochloride 2.5 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Rindal HPD],SBD,R05DA03,R01BA03|R05DA03|R06AA02,,
1298287,diphenhydramine hydrochloride 20 MG/ML / menthol 10 MG/ML Topical Solution,SCD,D04AA32|R06AA02,D04AA32,,
1303110,benzalkonium chloride 1.1 MG/ML Medicated Pad,SCD,D08AJ01|D08AJ08|R02AA16,D09AA11,,
1360120,clonidine 0.00833 MG/HR Transdermal System,SCD,C02AC01|N02CX02,C02AC01,,
1360266,estradiol 0.00208 MG/HR / norethindrone acetate 0.0104 MG/HR Transdermal System [Combipatch],SBD,G03CA03,G03FA01,,
1376336,prednisolone acetate 10 MG/ML Ophthalmic Suspension,SCD,S01BA04|S03BA02,S01BA04,,
1437774,diphenhydramine hydrochloride 1.67 MG/ML Oral Solution [Wal-Sleep Z],SBD,D04AA32|R06AA02,R06AA02,,
1483629,salicylic acid 167 MG/ML Topical Solution [Gordofilm],SBD,D01AE12|N02BA04,D01AE12,,
1494169,sulfacetamide sodium 98 MG/ML / sulfur 48 MG/ML Medicated Liquid Soap,SCD,D10AB02,D10AF06,,
1593765,acetaminophen 32 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution,SCD,N02BE01|R05DB10,N02BE01,,
1245545,{30 (12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet [AlleRx PM]) / 30 (12 HR methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [AlleRx AM]) } Pack [AlleRx 30 Dose Pack],BPCK,R01BA02|R06AB04,A03BB03|R01BA02|R06AB04,,
1248193,pramoxine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Lotion [Calaclear],SBD,A16AX05,D04AB07,,
1251501,84 HR estradiol 0.00208 MG/HR / norethindrone acetate 0.0104 MG/HR Transdermal System [Combipatch],SBD,G03CA03,G03FA01,,
1359263,ivermectin 0.068 MG / pyrantel 57 MG Chewable Tablet [PetTrust Plus],SBD,P02CC01,P02CC01|P02CF01,,
1547464,calcium chloride 16.55 MG/ML / magnesium chloride 25.5 MG/ML / potassium acetate 98 MG/ML / sodium acetate 64.6 MG/ML / sodium chloride 74.5 MG/ML Injectable Solution [Nutrilyte II],SBD,B05XA08|B05XA17,B05BB01,,
1595624,lidocaine hydrochloride 40 MG/ML / menthol 10 MG/ML Topical Cream,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1648115,chlorhexidine gluconate 40 MG/ML Medicated Shampoo [Vetasan],SBD,A01AB03|D08AC02|R02AA05,D08AC02,,
1552450,capsaicin 0.0005 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,N01BX04,M02AB01,,
1598277,camphor 30 MG/ML / capsaicin 2.5 MG/ML / Eucalyptus oil 150 MG/ML / menthol 120 MG/ML / methyl salicylate 150 MG/ML Topical Oil,SCD,N01BX04,M02AB01,,
1367206,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet,SCD,N02BE01|R05CA03,R05CA03,,
1487154,glycerin 400 MG/ML Medicated Pad [Dynamiclear Oro],SBD,A06AX01,,,
