REVIEW_GROUP,RXCUI,RXCUI_NAME,CURRENT_ATC,CURRENT_NAME,NEW_ATC,NEW_NAME,ACTION,CONFIDENCE,REASON
4,851753,{14 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Green Titration Kit (for Patients Taking Enzyme-Inducing Drugs and Not Taking Valproate)],N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900865,{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900866,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900890,{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900891,"{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Orange Patient Titration Kit (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900983,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,900984,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,2003797,"{14 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 84 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Green (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone and Not Taking Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,2003798,"{7 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 42 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Orange (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,754738,{28 (ribavirin 400 MG Oral Tablet) / 28 (ribavirin 600 MG Oral Tablet) } Pack,J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,795743,{28 (ribavirin 400 MG Oral Tablet [RibaTab]) / 28 (ribavirin 600 MG Oral Tablet [RibaTab]) } Pack [RibaTab 1000 mg/day Compliance Pack],J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,896790,{28 (ribavirin 400 MG Oral Tablet [Ribasphere]) / 28 (ribavirin 600 MG Oral Tablet [Ribasphere]) } Pack [Ribasphere RibaPak 1000],J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,1298334,{28 (ribavirin 200 MG Oral Tablet) / 28 (ribavirin 400 MG Oral Tablet) } Pack,J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,1487498,{28 (ribavirin 200 MG Oral Tablet [Moderiba]) / 28 (ribavirin 400 MG Oral Tablet [Moderiba]) } Pack [Moderiba 600 Dose Pack],J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,1487500,{28 (ribavirin 400 MG Oral Tablet [Moderiba]) / 28 (ribavirin 600 MG Oral Tablet [Moderiba]) } Pack [Moderiba 1000 Dose Pack],J05AP01,ribavirin,J05AP01,ribavirin,KEEP,HIGH,"Ribavirin dose pack by body-weight (same single active, different strengths bundled) - not a combination."
4,1546197,{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Prefilled Syringe) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Prefilled Syringe) } Pack,L03AB13,peginterferon beta-1a,L03AB13,peginterferon beta-1a,KEEP,HIGH,"Peginterferon beta-1a titration starter pack (same single active, two concentrations bundled) - not a combination."
4,1546198,{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Prefilled Syringe [Plegridy]) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Prefilled Syringe [Plegridy]) } Pack [Plegridy Starter Pack],L03AB13,peginterferon beta-1a,L03AB13,peginterferon beta-1a,KEEP,HIGH,"Peginterferon beta-1a titration starter pack (same single active, two concentrations bundled) - not a combination."
4,1649602,{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Auto-Injector) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Auto-Injector) } Pack,L03AB13,peginterferon beta-1a,L03AB13,peginterferon beta-1a,KEEP,HIGH,"Peginterferon beta-1a titration starter pack (same single active, two concentrations bundled) - not a combination."
4,1649605,{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Auto-Injector [Plegridy]) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Auto-Injector [Plegridy]) } Pack [Plegridy Pen Starter Pack],L03AB13,peginterferon beta-1a,L03AB13,peginterferon beta-1a,KEEP,HIGH,"Peginterferon beta-1a titration starter pack (same single active, two concentrations bundled) - not a combination."
4,1363408,{84 (cabozantinib 20 MG Oral Capsule [Cometriq]) / 28 (cabozantinib 80 MG Oral Capsule [Cometriq]) } Pack [Cometriq 140 MG Daily Dose Carton],L01EX07,cabozantinib,L01EX07,cabozantinib,KEEP,HIGH,"Cabozantinib titration starter pack (same single active, two strengths bundled) - not a combination."
4,1363410,{28 (cabozantinib 20 MG Oral Capsule [Cometriq]) / 28 (cabozantinib 80 MG Oral Capsule [Cometriq]) } Pack [Cometriq 100 MG Daily Dose Carton],L01EX07,cabozantinib,L01EX07,cabozantinib,KEEP,HIGH,"Cabozantinib titration starter pack (same single active, two strengths bundled) - not a combination."
4,1359011,{7 (perampanel 2 MG Oral Tablet [FYCOMPA]) / 7 (perampanel 4 MG Oral Tablet [FYCOMPA]) } Pack [Fycompa 2/4 Sample Pack],N03AX22,perampanel,N03AX22,perampanel,KEEP,HIGH,"Perampanel titration sample pack (same single active, two strengths bundled) - not a combination."
4,1721313,{7 (perampanel 4 MG Oral Tablet [FYCOMPA]) / 7 (perampanel 6 MG Oral Tablet [FYCOMPA]) } Pack [Fycompa 4/6 Sample Pack],N03AX22,perampanel,N03AX22,perampanel,KEEP,HIGH,"Perampanel titration sample pack (same single active, two strengths bundled) - not a combination."
4,997621,{1 (9000 MG) (miconazole nitrate 20 MG/ML Topical Cream) / 1 (35000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack [Monistat 7 Vaginal Cream Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,1536462,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (25000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992766,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (miconazole nitrate 200 MG Vaginal Insert) } Pack,G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992771,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Monistat]) } Pack [Monistat 3 Day Ovule Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992775,{1 (miconazole nitrate 1200 MG Vaginal Insert) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992778,{1 (miconazole nitrate 1200 MG Vaginal Insert [Monistat]) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 1 Day Ovule Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992784,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (45000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992792,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,992816,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream) } Pack,G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,1536604,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack with Vaginal Creams],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,1536610,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 7 (5000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack with Vaginal Creams],G01AF04,miconazole,G01AF04,miconazole,KEEP,HIGH,"Miconazole combo-regimen pack (cream+insert/cream, same single active in two delivery forms) - not a multi-ingredient combination."
4,541363,amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,541365,amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,541878,amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,541879,amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,541892,amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,541894,amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,577957,amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,577960,amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,577961,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,577962,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,687043,amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,687045,amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861221,24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861222,24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861223,24 HR amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861224,24 HR amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861225,24 HR amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861226,24 HR amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861227,24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861228,24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861232,24 HR amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861233,24 HR amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861237,24 HR amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Extended Release Oral Capsule,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,861238,24 HR amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1009145,amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet,N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1009147,amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet [Adderall],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1927616,3-Bead 24 HR amphetamine aspartate 12.5 MG / amphetamine sulfate 12.5 MG / dextroamphetamine saccharate 12.5 MG / dextroamphetamine sulfate 12.5 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1927619,3-Bead 24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1927632,3-Bead 24 HR amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,1927639,3-Bead 24 HR amphetamine aspartate 9.375 MG / amphetamine sulfate 9.375 MG / dextroamphetamine saccharate 9.375 MG / dextroamphetamine sulfate 9.375 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine,N06BA02,dexamfetamine,KEEP,HIGH,"Adderall (mixed amphetamine salts, fixed 3:1 amphetamine:dextroamphetamine ratio) is WHO-classified under N06BA02 dexamfetamine - the standard classification for this product per RxNorm/WHO convention."
4,260005,talc 0.81 MG/MG / zinc oxide 0.15 MG/MG Topical Powder,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,577231,menthol / zinc oxide Topical Powder,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,577232,menthol 0.0015 MG/MG / zinc oxide 0.01 MG/MG Topical Powder,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,616527,menthol 0.008 MG/MG / zinc oxide 0.05 MG/MG Topical Powder,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,637129,menthol 0.004 MG/MG / zinc oxide 0.205 MG/MG Paste,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,637149,petrolatum 0.87 MG/MG / zinc oxide 0.088 MG/MG Topical Ointment,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,744868,menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment,D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
4,792623,petrolatum 0.87 MG/MG / zinc oxide 0.088 MG/MG Topical Ointment [Sayman Salve],D02AB,Zinc products,D02AB,Zinc products,KEEP,HIGH,"Zinc-oxide topical protectant combos (menthol/talc/petrolatum partners). WHO D02AB (Zinc products) has no L5 children - confirmed terminal L4, per documented finding."
