REVIEW_GROUP,RXCUI,RXCUI_NAME,ATC_CODES,ATC_NAMES
4,861228,24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,861232,24 HR amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
4,861233,24 HR amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,861237,24 HR amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
4,861238,24 HR amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,1009145,amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet,N06BA02,dexamfetamine
4,1009147,amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,1927616,3-Bead 24 HR amphetamine aspartate 12.5 MG / amphetamine sulfate 12.5 MG / dextroamphetamine saccharate 12.5 MG / dextroamphetamine sulfate 12.5 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine
4,1927619,3-Bead 24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine
4,1927632,3-Bead 24 HR amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine
4,1927639,3-Bead 24 HR amphetamine aspartate 9.375 MG / amphetamine sulfate 9.375 MG / dextroamphetamine saccharate 9.375 MG / dextroamphetamine sulfate 9.375 MG Extended Release Oral Capsule [Mydayis],N06BA02,dexamfetamine
4,858726,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Topical Solution,D08AC52,"chlorhexidine, combinations"
4,998282,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Topical Solution [ChloraPrep],D08AC52,"chlorhexidine, combinations"
4,1011458,chlorhexidine gluconate 3.5 MG/ML / didecyldimethylammonium chloride 2 MG/ML Topical Solution [CHG Teat Dip],D08AC52,"chlorhexidine, combinations"
4,1049648,chlorhexidine gluconate 10 MG/ML / ethanol 0.7 ML/ML Topical Solution,D08AC52,"chlorhexidine, combinations"
4,1090000,chlorhexidine gluconate 10 MG/ML / ethanol 0.61 ML/ML Topical Lotion [Avagard],D08AC52,"chlorhexidine, combinations"
4,1116107,chlorhexidine gluconate 20 MG/ML / miconazole nitrate 20 MG/ML Medicated Shampoo,D08AC52,"chlorhexidine, combinations"
4,1116111,chlorhexidine gluconate 20 MG/ML / miconazole nitrate 20 MG/ML Medicated Shampoo [Malaseb],D08AC52,"chlorhexidine, combinations"
4,1366736,chlorhexidine gluconate 31.5 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad [Prevantics],D08AC52,"chlorhexidine, combinations"
4,1549214,chlorhexidine gluconate 2 MG/ML / miconazole nitrate 2 MG/ML Topical Solution [Malaseb],D08AC52,"chlorhexidine, combinations"
4,1667684,benzethonium chloride 0.8 MG/ML / chlorhexidine gluconate 1 MG/ML Medicated Pad,D08AC52,"chlorhexidine, combinations"
4,1742037,chlorhexidine gluconate 30 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Topical Spray,D08AC52,"chlorhexidine, combinations"
4,1876116,chlorhexidine gluconate 20 MG/ML / miconazole nitrate 20 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Medicated Shampoo,D08AC52,"chlorhexidine, combinations"
4,1918214,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad,D08AC52,"chlorhexidine, combinations"
4,2003557,chlorhexidine gluconate 20 MG/ML / miconazole nitrate 20 MG/ML Topical Spray [MiconaHex+Triz],D08AC52,"chlorhexidine, combinations"
4,1371365,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Topical Spray,D08AC52,"chlorhexidine, combinations"
4,1424016,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo,D08AC52,"chlorhexidine, combinations"
4,1439953,acetic acid 20 MG/ML / chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo [Mal-A-Ket],D08AC52,"chlorhexidine, combinations"
4,1482662,chlorhexidine gluconate 23 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo [Ketochlor],D08AC52,"chlorhexidine, combinations"
4,1537189,chlorhexidine gluconate 10 MG/ML / ketoconazole 2.5 MG/ML Medicated Shampoo,D08AC52,"chlorhexidine, combinations"
4,1537336,chlorhexidine gluconate 10 MG/ML / ketoconazole 2.5 MG/ML Topical Spray,D08AC52,"chlorhexidine, combinations"
4,1797511,chlorhexidine gluconate 2 MG/ML / ketoconazole 2 MG/ML Topical Solution [Keto-C],D08AC52,"chlorhexidine, combinations"
4,1797515,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Topical Spray [Keto-C],D08AC52,"chlorhexidine, combinations"
4,1798297,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Medicated Pad,D08AC52,"chlorhexidine, combinations"
4,1798546,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo [Keto-C],D08AC52,"chlorhexidine, combinations"
4,1994337,chlorhexidine 0.02 MG/MG / ketoconazole 0.01 MG/MG Medicated Pad [Keto-C],D08AC52,"chlorhexidine, combinations"
4,751563,{7 (lamotrigine 100 MG Oral Tablet) / 42 (lamotrigine 25 MG Oral Tablet) } Pack,N03AX09,lamotrigine
4,753451,{14 (lamotrigine 100 MG Oral Tablet) / 84 (lamotrigine 25 MG Oral Tablet) } Pack,N03AX09,lamotrigine
4,795774,"{7 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 42 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Orange (For Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",N03AX09,lamotrigine
4,795778,"{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",N03AX09,lamotrigine
4,851748,{21 (lamotrigine 25 MG Disintegrating Oral Tablet) / 7 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine
4,851749,{21 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 7 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Blue Patient Titration Kit (for Patients Taking Valproate)],N03AX09,lamotrigine
4,851750,{7 (lamotrigine 100 MG Disintegrating Oral Tablet) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine
4,851751,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients Not Taking Enzyme-Inducing Drugs or Valproate)],N03AX09,lamotrigine
4,851752,{14 (lamotrigine 100 MG Disintegrating Oral Tablet) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine
4,851753,{14 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Green Titration Kit (for Patients Taking Enzyme-Inducing Drugs and Not Taking Valproate)],N03AX09,lamotrigine
4,900865,{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine
4,900866,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]",N03AX09,lamotrigine
4,900890,{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine
4,900891,"{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Orange Patient Titration Kit (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",N03AX09,lamotrigine
4,900983,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,N03AX09,lamotrigine
4,900984,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],N03AX09,lamotrigine
4,2003797,"{14 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 84 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Green (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone and Not Taking Valproate)]",N03AX09,lamotrigine
4,2003798,"{7 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 42 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Orange (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",N03AX09,lamotrigine
4,1545149,canagliflozin / metformin,A10BD16,metformin and canagliflozin
4,1545150,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet,A10BD16,metformin and canagliflozin
4,1545156,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1545157,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet,A10BD16,metformin and canagliflozin
4,1545159,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1545161,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet,A10BD16,metformin and canagliflozin
4,1545163,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1545164,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet,A10BD16,metformin and canagliflozin
4,1545166,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1810997,24 HR canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,A10BD16,metformin and canagliflozin
4,1810999,24 HR canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1811002,24 HR canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,A10BD16,metformin and canagliflozin
4,1811003,24 HR canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1811006,24 HR canagliflozin 50 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,A10BD16,metformin and canagliflozin
4,1811007,24 HR canagliflozin 50 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,1811010,24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,A10BD16,metformin and canagliflozin
4,1811011,24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Invokamet],A10BD16,metformin and canagliflozin
4,687196,glucose 33 MG/ML / sodium chloride 0.0513 MEQ/ML Injectable Solution,C05BB56,"glucose, combinations"
4,799999,calcium chloride 0.00014 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800003,calcium chloride 0.00014 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/4.25],C05BB56,"glucose, combinations"
4,800057,calcium chloride 0.00014 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800061,calcium chloride 0.00014 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/1.5],C05BB56,"glucose, combinations"
4,800062,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800064,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/2.5],C05BB56,"glucose, combinations"
4,800066,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800074,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 4.25],C05BB56,"glucose, combinations"
4,800111,calcium chloride 0.000996 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800115,calcium chloride 0.000996 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 2.5],C05BB56,"glucose, combinations"
4,800472,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,C05BB56,"glucose, combinations"
4,800474,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 1.5],C05BB56,"glucose, combinations"
4,1049306,fructose 175 MG / glucose 968 MG / sodium citrate 230 MG Chewable Tablet,C05BB56,"glucose, combinations"
4,1368402,alogliptin / pioglitazone,A10BD09,pioglitazone and alogliptin
4,1368403,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368409,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,1368410,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368416,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,1368417,alogliptin 12.5 MG / pioglitazone 45 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368423,alogliptin 12.5 MG / pioglitazone 45 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,1368424,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368430,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,1368431,alogliptin 25 MG / pioglitazone 30 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368437,alogliptin 25 MG / pioglitazone 30 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,1368438,alogliptin 25 MG / pioglitazone 45 MG Oral Tablet,A10BD09,pioglitazone and alogliptin
4,1368444,alogliptin 25 MG / pioglitazone 45 MG Oral Tablet [Oseni],A10BD09,pioglitazone and alogliptin
4,997621,{1 (9000 MG) (miconazole nitrate 20 MG/ML Topical Cream) / 1 (35000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack [Monistat 7 Vaginal Cream Combination Pack],G01AF04,miconazole
4,1536462,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (25000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack],G01AF04,miconazole
4,992766,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (miconazole nitrate 200 MG Vaginal Insert) } Pack,G01AF04,miconazole
4,992771,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Monistat]) } Pack [Monistat 3 Day Ovule Combination Pack],G01AF04,miconazole
4,992775,{1 (miconazole nitrate 1200 MG Vaginal Insert) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,G01AF04,miconazole
4,992778,{1 (miconazole nitrate 1200 MG Vaginal Insert [Monistat]) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 1 Day Ovule Combination Pack],G01AF04,miconazole
4,992784,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (45000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack],G01AF04,miconazole
4,992792,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],G01AF04,miconazole
4,992816,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream) } Pack,G01AF04,miconazole
4,1536604,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack with Vaginal Creams],G01AF04,miconazole
4,1536610,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 7 (5000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack with Vaginal Creams],G01AF04,miconazole
4,1098914,guaifenesin 50 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Solution,R05CA10,combinations
4,1298439,guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,R05CA10,combinations
4,1356346,12 HR guaifenesin 1200 MG / pseudoephedrine hydrochloride 75 MG Extended Release Oral Tablet,R05CA10,combinations
4,1356350,guaifenesin 100 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,R05CA10,combinations
4,1367320,guaifenesin 600 MG / pseudoephedrine hydrochloride 120 MG Oral Tablet,R05CA10,combinations
4,1424358,guaifenesin 250 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,R05CA10,combinations
4,1424361,guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,R05CA10,combinations
4,1424654,guaifenesin 300 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,R05CA10,combinations
4,1424657,guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule,R05CA10,combinations
4,1425949,guaifenesin 1200 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,R05CA10,combinations
4,1430407,guaifenesin 1000 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,R05CA10,combinations
4,722126,amlodipine 10 MG / valsartan 160 MG Oral Tablet,C09DB01,valsartan and amlodipine
4,722131,amlodipine 10 MG / valsartan 320 MG Oral Tablet,C09DB01,valsartan and amlodipine
4,722134,amlodipine 5 MG / valsartan 160 MG Oral Tablet,C09DB01,valsartan and amlodipine
4,722137,amlodipine 5 MG / valsartan 320 MG Oral Tablet,C09DB01,valsartan and amlodipine
4,724879,amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],C09DB01,valsartan and amlodipine
4,724887,amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],C09DB01,valsartan and amlodipine
4,724891,amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],C09DB01,valsartan and amlodipine
4,724895,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],C09DB01,valsartan and amlodipine
4,729455,amlodipine / valsartan,C09DB01,valsartan and amlodipine
4,1799211,sofosbuvir / velpatasvir,J05AP55,sofosbuvir and velpatasvir
4,1799212,sofosbuvir 400 MG / velpatasvir 100 MG Oral Tablet,J05AP55,sofosbuvir and velpatasvir
4,1799218,sofosbuvir 400 MG / velpatasvir 100 MG Oral Tablet [Epclusa],J05AP55,sofosbuvir and velpatasvir
4,2288814,sofosbuvir 200 MG / velpatasvir 50 MG Oral Tablet,J05AP55,sofosbuvir and velpatasvir
4,2288816,sofosbuvir 200 MG / velpatasvir 50 MG Oral Tablet [Epclusa],J05AP55,sofosbuvir and velpatasvir
4,2584196,sofosbuvir 150 MG / velpatasvir 37.5 MG Oral Pellet,J05AP55,sofosbuvir and velpatasvir
4,2584199,sofosbuvir 150 MG / velpatasvir 37.5 MG Oral Pellet [Epclusa],J05AP55,sofosbuvir and velpatasvir
4,2584200,sofosbuvir 200 MG / velpatasvir 50 MG Oral Pellet,J05AP55,sofosbuvir and velpatasvir
4,2584201,sofosbuvir 200 MG / velpatasvir 50 MG Oral Pellet [Epclusa],J05AP55,sofosbuvir and velpatasvir
4,312447,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution,J01CR05,piperacillin and beta-lactamase inhibitor
4,884254,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor
4,1659131,piperacillin 2000 MG / tazobactam 250 MG Injection,J01CR05,piperacillin and beta-lactamase inhibitor
4,1659134,piperacillin 2000 MG / tazobactam 250 MG Injection [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor
4,1659137,piperacillin 3000 MG / tazobactam 375 MG Injection,J01CR05,piperacillin and beta-lactamase inhibitor
4,1659139,piperacillin 3000 MG / tazobactam 375 MG Injection [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor
4,1659149,piperacillin 4000 MG / tazobactam 500 MG Injection,J01CR05,piperacillin and beta-lactamase inhibitor
4,1659151,piperacillin 4000 MG / tazobactam 500 MG Injection [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor
4,730861,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet,C09DB02,olmesartan medoxomil and amlodipine
4,730866,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet,C09DB02,olmesartan medoxomil and amlodipine
4,730869,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet,C09DB02,olmesartan medoxomil and amlodipine
4,730872,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet,C09DB02,olmesartan medoxomil and amlodipine
4,744624,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],C09DB02,olmesartan medoxomil and amlodipine
4,744628,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],C09DB02,olmesartan medoxomil and amlodipine
4,744632,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],C09DB02,olmesartan medoxomil and amlodipine
4,744636,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],C09DB02,olmesartan medoxomil and amlodipine
4,827751,acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,828576,acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,828585,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,828594,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,849295,acetaminophen 325 MG / propoxyphene napsylate 50 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,849304,acetaminophen 500 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,849426,aspirin 375 MG / caffeine 30 MG / propoxyphene hydrochloride 65 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
4,1190201,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],N02AJ01,dihydrocodeine and paracetamol
4,1234871,acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol
4,1234978,acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet,N02AJ01,dihydrocodeine and paracetamol
4,1236191,acetaminophen 250 MG / dihydrocodeine bitartrate 20 MG / salicylamide 250 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol
4,1596108,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol
4,1812164,acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet,N02AJ01,dihydrocodeine and paracetamol
